comment,conditionInfo,dateTime,easeOfUse,effectiveness,helpful,reviewerInfo,satisfaction,supplement
,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",7/8/2010 7:00:25 PM,,,,,,EVENING PRIMROSE OIL
"reruccent mono, this was very effective!!!","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",6/8/2010 10:27:53 AM,,,,,,EVENING PRIMROSE OIL
"I took this for help regulating my menstral cycle.  This worked extrememly well for that purpose.  It regulated it from 30-32 days to 28 day cycle.  However, it made my PMS symptoms and moodiness increase.  I'd recommend it for anyone trying to concieve but do not take for just PMS symptoms.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",6/3/2010 3:18:59 PM,,,,,,EVENING PRIMROSE OIL
"I have taken evening primrose oil for both of my pregnancies,both orally and as a vaginal suppository. With my first child, I went from nothing to 2cm within the week before my induction. I honestly believe it prevented tearing and eased labor. With my second, who we are still waiting on, I was closed and long. Now I am 75% effaced and 2cm just 3 days into treatment. This should only be used 36 weeks into your pregnancy.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",7/4/2011 8:53:32 PM,,,,,,EVENING PRIMROSE OIL
Both I and my daughter have used EPO for pms and were very happy with the results.  We took the dosage recommended on the bottle.,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",4/5/2011 3:29:40 PM,,,,,,EVENING PRIMROSE OIL
"after 3 months of 1000 mcg of Primrose oil, I see absoulety no benefit what so ever ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",3/21/2011 11:23:42 AM,,,,,,EVENING PRIMROSE OIL
"I take 1000 mg per day for peri-menopause symptoms. They have helped to decrease my night sweats by about 90%. Right before my period - nothing helps them, but the rest of the three month time between cycles it really helps to decrease them to the point where they don't wake me.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",3/7/2011 12:05:29 PM,,,,,,EVENING PRIMROSE OIL
"after going a year and a half without a period, i was looking on the internet for something that could help regulate my period. i started taking this and within 2 months i was getting my period more regularly and has helped ever since. some months i still have bad cramps but am just thankful to be getting it.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",1/11/2011 2:39:54 AM,,,,,,EVENING PRIMROSE OIL
,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",5/26/2012 1:28:30 PM,,,,,,EVENING PRIMROSE OIL
"I have suffered from cystic acne for over 2 decades and I'm now in my 40's. Birth control and antibiotics seemed to be the only thing that worked to control breakouts but I didn't wasnt to continue taking prescription drugs because they eventually do more harm that good. Then a friend told me she started using Evening Primrose Oil 1000mg and it had cleared her acne. Well, being the huge skeptic I am I decided to research the product and after reading some reviews I decided to try it and see for myself and since it's an all natural product from God's green earth I hoped it would work. After two weeks I began to notice my cystic acne decrease in size. One by one they desolved. I had 16 cystic zits on my face and jaw line. It's been 2 months and I have no more. This is really exciting for me. I wish everyone who suffered from acne knew about this product. Thank you God!","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",1/27/2012 3:46:32 AM,,,,,,EVENING PRIMROSE OIL
"take 1300mg daily for bad eczema, and my eczema is basically gone. very effective!!","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",12/18/2011 6:10:09 PM,,,,,,EVENING PRIMROSE OIL
"I started taking EPO because my breasts were very sore and my periods had become painful and it was supposed to help.  Well, it made things worse.  My breasts got extremely swollen and heavy and very painful like when I was pregnant.  I also started retaining a lot of water. ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",10/28/2011 6:40:27 PM,,,,,,EVENING PRIMROSE OIL
"I have taken evening primrose oil (1000mg) for 3 months. I learned this product from internet. From my experience it is very effective in PMS as I used to have bad mood and crave for food during PMS. Now I feel PMS has been almost disappeared. Another benefit I noticed, actually with my surprise is to reduce my hair lose. I have long hair and often lose a lot of hair in shower. I realized it after taking this product my lost hair during shower has been greatly reduced. I also learned from internet that this product helps Acne, I have not noticed significant effect. I'm oil skin and sometimes have very small acne ouside my eye area. These small acne are now most disappeared but not completely. Overall I'm very happy with the benefits that evening primrose oil brings to me. Just one question, does anybody know if I can take it on the regular basis for many years?","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",7/8/2011 2:37:46 PM,,,,,,EVENING PRIMROSE OIL
"I have suffered from eczema for over 12 years and have tried everything to get rid of it.  It mostly appears on my legs and comes and goes and spreads to new areas, but never completely goes away until now!  I read that EPO helps so I began taking it daily and can now say that my eczema is the best it has ever been.  I still get flare ups occasionaly, but I make sure that I keep my skin moist after showering and always take my EPO daily.  This summer was the first time in years that I was not ashamed to wear shorts again!  Whether or not it was the EPO that finally made it go away, I can't say for sure, but give it a try if you suffer from eczema.  ","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",11/19/2012 6:17:07 PM,,,,,,EVENING PRIMROSE OIL
"I have been taking EPO for about 2 weeks now for mastalgia. I find that it has helped my breast pain significantly. However, I am not sure if it is causing me to gain weight.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",11/9/2012 2:38:57 AM,,,,,,EVENING PRIMROSE OIL
"I'm 52 years old and have been experiencing hot flashes off and on for about 3 years. Primrose Oil (2 g/day) seems to work. Was taking 2 every morning and still had the flashes, but they were much less severe and much less often. When my supply ran out, I decided to try a different herbal pill. The flashes are back with a vengeance! Just got more primrose today. Fingers crossed. It takes several days, maybe even more than a week, to feel the effects.","
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",10/15/2012 2:11:11 PM,,,,,,EVENING PRIMROSE OIL
No side effects.  Eased pain. ,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",9/11/2012 5:00:55 PM,,,,,,EVENING PRIMROSE OIL
,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",7/22/2012 4:20:07 AM,,,,,,EVENING PRIMROSE OIL
,"
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					,
					Reason for taking:
					",3/19/2013 11:46:00 AM,,,,,,EVENING PRIMROSE OIL
